1,1990,18,-0.0504,-0.1941,-0.0476,-0.2902,-0.7533,-0.8356,-1.1824,-1.8625,-1.1212,0.0645,-0.183,-1.2293,-0.7533,-1.7808,-0.6379,-1.3739,-0.5207,-1.5714,-1.345,-0.4804,4
1,1990,19,0.3003,0.1282,-0.5318,-0.5557,-0.5154,-0.3664,-0.6263,-0.8531,-0.7801,0.2596,-0.5073,-0.6682,-0.5154,-0.897,-0.7106,-0.3753,-0.7701,-0.3892,0.0511,-0.6367,5
1,1990,20,-0.7204,0.3862,-0.6009,-0.3715,-0.2473,0.0525,-0.2801,0.1206,-0.9041,0.6108,-0.3191,-0.0116,-0.2473,0.0621,-0.7307,-0.3753,-0.7162,-0.1322,0.4319,0.0564,4
1,1990,21,-0.0057,0.9904,0.342,0.409,-0.686,0.2037,-0.002,0.039,-0.6251,0.4937,-0.6005,-0.2521,-0.686,-0.0521,-0.6944,0.2194,-0.5814,0.4332,0.7492,-0.7339,3
1,1990,22,0.4954,1.134,0.6589,0.5465,-0.8654,0.5942,0.3441,0.3748,-0.47,0.6888,-0.6397,-0.2349,-0.8654,0.297,-0.5289,1.3751,0.645,1.307,1.13,-0.6959,6
1,1990,23,-0.6221,0.402,0.7006,-0.2407,-0.8183,0.6761,0.4236,0.3945,-0.315,0.923,-0.3101,-0.3146,-0.8183,0.2989,-0.7872,0.7243,-0.5005,0.9986,1.13,0.0078,2
1,1990,24,-0.1223,-0.2856,0.0407,0.1016,-0.9578,0.3653,-0.0077,0.4039,-0.6561,0.7669,-0.0308,-0.019,-0.9578,0.3128,-0.8034,0.1745,-0.5814,-0.1322,0.7492,-0.1909,4
1,1990,25,-0.4219,-0.4557,-0.6777,-0.8252,2.4194,0.6477,0.2363,0.841,-0.8731,1.04,-0.2291,0.1738,2.4194,0.7956,-0.9366,0.9263,-0.1501,0.7416,0.4319,-0.3726,5
1,1990,26,-0.1998,0.1617,-1.0248,-0.9384,-0.5955,0.6383,0.259,0.7406,-0.408,0.7669,-0.0559,0.0887,-0.5955,0.6739,-0.8478,0.8926,-0.2916,0.7416,0.4319,-0.3726,10
1,1990,27,-0.6221,-0.0447,-0.5542,0.0092,-0.7078,1.0614,0.8321,0.9198,-0.346,1.1571,-0.266,-0.1197,-0.7078,0.8568,-0.8115,0.8926,-0.7027,0.7416,1.4473,-0.7952,6
1,1990,28,0.4707,-0.3732,-0.1353,-0.5864,-0.528,0.59,0.2874,0.5193,-0.501,0.8839,0.0874,-0.0937,-0.528,0.4326,-0.7711,0.2867,-0.3995,-0.3892,-0.2662,0.5276,8
1,1990,29,1.2028,0.7116,1.3289,0.9464,0.3161,0.7034,0.4122,0.7116,-0.439,0.6108,0.0223,0.0012,0.3161,0.6396,-0.6984,0.7355,-0.5207,0.1762,1.13,-0.5607,2
1,1990,30,0.157,0.3756,0.3332,0.1531,-0.6604,0.6236,0.3214,0.4658,-0.501,0.5327,0.0599,-0.1952,-0.6604,0.3824,-0.7953,0.7243,-0.7768,-0.3892,0.4319,-0.1296,6
1,1990,31,-0.6221,1.0079,2.381,2.1546,-0.2903,0.8472,0.5711,0.6056,-0.129,1.001,-0.123,-0.2174,-0.2903,0.5468,-0.65,0.8253,0.0385,0.9986,0.4319,-0.0239,17
1,1990,32,-0.6221,-0.5242,-0.5038,-0.7553,-0.3786,1.2356,0.991,0.8419,-0.284,1.1961,-0.4598,-0.3484,-0.3786,0.7779,-0.7227,0.7916,-0.2108,0.4332,0.7492,-0.5776,23
1,1990,33,-0.6221,0.0096,0.0659,-0.4027,1.0384,0.9176,0.5768,1.1721,-0.253,1.0791,1.4295,0.2864,1.0384,1.1456,-0.8559,0.6682,-0.6218,0.1762,0.4319,0.1261,13
